design_id,mission_profile,cost_m_usd,weight_kg,modularity_pct,load_capacity_kg,life_expectancy_years,upgradeability_score,shielding_score,mobility_score,build_time_months,power_capacity_kw,data_throughput_gbps,radiation_tolerance_krad,feasibility_probability,flight_test_outcome,military_satisfaction,engineer_satisfaction,scientist_satisfaction,communications_satisfaction,overall_stakeholder_satisfaction,within_budget_500m,within_timeline_48mo,meets_min_feasibility_70pct,constraint_status,design_lineage,notes
SAT-0490,Scientific Research,551.4,2062.0,42.4,908.0,8.8,58.3,77.9,54.3,72,38,71.4,171.0,0.755,Pass,42.7,54.1,53.4,45.5,48.9,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0491,Scientific Research,367.5,2043.0,23.7,1006.0,9.1,39.0,55.6,5,72,38,57.8,125.0,0.779,Fail,36.9,61.1,58.8,43.9,50.2,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0492,Scientific Research,539.1,1899.0,60.4,768.0,9.6,46.5,48.2,95,72,38,51.3,154.0,0.05,Fail,56.7,43.4,44.7,31.8,44.2,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0493,GPS/Navigation,571.0,2733.0,28.6,1283.0,8.1,53.0,66.7,62.0,72,38,87.1,156.0,0.759,Fail,57.7,49.6,62.0,49.5,54.7,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0494,Communication,535.7,2017.0,43.4,933.0,9.3,51.5,83.1,7.0,72,38,55.0,167.0,0.806,Pass,48.7,65.6,55.0,45.2,53.6,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0495,GPS/Navigation,438.0,2023.0,37.5,916.0,8.0,43.0,46.5,46.4,72,38,50.6,119.0,0.713,Partial Pass,43.1,50.6,44.5,35.5,43.4,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0496,Earth Observation,526.2,1610.0,66.4,572.0,10.5,80.8,82.8,15.7,72,38,62.1,186.0,0.744,Pass,42.0,69.2,44.6,50.3,51.5,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0497,Multi-Purpose,550.3,1728.0,92.8,469.0,8.7,87.3,48.8,12.5,72,38,50.9,105.0,0.05,Fail,37.7,54.0,39.1,31.8,40.7,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,High modularity reduces payload capacity; Exceeds nominal budget; Exceeds nominal timeline
SAT-0498,Security/Defense,567.9,1914.0,55.2,859.0,10.4,58.5,55.6,46.4,72,38,57.4,99.0,0.625,Pass,36.3,67.4,43.5,42.2,47.3,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0499,Multi-Purpose,496.6,2490.0,34.4,1228.0,5.4,53.4,40.0,35.5,72,38,86.4,100.0,0.464,Pass,53.8,54.2,66.2,52.5,56.7,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0500,Scientific Research,558.2,3046.0,47.1,1342.0,9.9,42.1,61.9,22.3,72,38,75.9,167.0,0.684,Partial Pass,41.1,56.1,63.8,32.8,48.5,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0501,Security/Defense,533.5,1911.0,44.9,902.0,6.8,69.5,32.3,55.3,72,38,63.1,95.0,0.75,Pass,36.7,70.4,43.6,40.9,47.9,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0502,Earth Observation,536.7,1708.0,51.7,642.0,9.8,55.7,87.1,33.8,72,38,45.1,211.0,0.715,Pass,53.6,65.2,55.6,29.8,51.1,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0503,Scientific Research,435.6,1668.0,43.4,841.0,8.4,53.5,23.9,38.8,72,38,45.2,51.0,0.699,Pass,38.3,52.4,49.0,39.3,44.8,True,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal timeline
SAT-0504,Scientific Research,450.0,2107.0,44.3,1125.0,7.7,58.7,22.5,41.1,72,38,80.4,82.0,0.7,Pass,32.7,65.9,69.3,36.4,51.1,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline
SAT-0505,Earth Observation,558.3,2241.0,50.7,875.0,9.0,77.1,67.0,45.6,72,38,60.2,184.0,0.738,Pass,33.6,60.8,42.4,41.9,44.7,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0506,Multi-Purpose,632.5,2408.0,65.4,1040.0,9.1,57.1,72.6,74.9,72,38,78.1,182.0,0.731,Pass,63.7,71.7,55.8,47.3,59.6,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0507,Communication,495.3,1508.0,35.7,871.0,7.8,58.9,52.9,85.3,71.8,38,63.0,129.0,0.232,Partial Pass,66.9,54.3,38.0,34.1,48.3,True,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal timeline
SAT-0508,Scientific Research,385.2,2113.0,6.7,1243.0,8.6,12.8,29.3,42.6,72,38,74.7,81.0,0.718,Pass,42.1,46.5,66.5,34.2,47.3,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0509,Scientific Research,491.7,1751.0,38.0,755.0,8.1,45.4,58.0,25.1,72,38,35.5,170.0,0.671,Partial Pass,47.1,50.0,31.8,28.9,39.5,True,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0510,Multi-Purpose,668.8,2550.0,71.5,974.0,7.0,93.1,42.6,64.3,72,38,68.6,83.0,0.626,Fail,43.6,74.6,51.4,51.6,55.3,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0511,Scientific Research,592.5,1587.0,68.4,345.0,7.4,70.2,47.3,62.5,72,37.0,34.3,144.0,0.686,Pass,39.2,61.6,32.4,38.9,43.0,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0512,Multi-Purpose,620.2,2776.0,50.0,1238.0,9.3,62.1,53.3,90.9,72,38,87.1,139.0,0.087,Fail,59.5,46.3,58.2,46.1,52.5,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0513,Multi-Purpose,549.0,2107.0,57.7,830.0,7.8,60.9,51.4,80.1,72,38,71.3,136.0,0.503,Pass,62.4,60.2,42.9,35.8,50.3,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0514,Earth Observation,572.3,2273.0,38.4,1010.0,9.4,59.0,79.4,63.2,72,38,72.8,184.0,0.677,Pass,69.6,60.0,38.0,45.8,53.3,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0515,Security/Defense,597.4,2047.0,63.0,1044.0,8.0,61.4,42.5,56.7,72,38,75.2,103.0,0.6,Pass,51.8,53.3,53.0,37.0,48.8,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0516,Scientific Research,616.0,2085.0,71.3,935.0,8.2,86.5,53.8,32.6,72,38,66.2,147.0,0.665,Fail,37.1,68.0,56.5,43.6,51.3,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0517,GPS/Navigation,482.6,2103.0,61.6,1047.0,7.0,51.7,32.7,41.7,72,38,59.6,115.0,0.722,Pass,43.2,65.3,52.0,35.7,49.0,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0518,Earth Observation,478.1,1614.0,57.3,603.0,6.1,46.9,34.9,56.4,72,38,41.4,96.0,0.747,Fail,39.4,63.7,37.1,25.8,41.5,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0519,Earth Observation,622.5,2038.0,55.1,741.0,10.4,82.9,79.2,49.7,72,38,45.8,222.0,0.735,Partial Pass,53.2,69.9,34.1,34.3,47.9,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0520,Communication,550.8,2561.0,48.7,1150.0,9.4,57.4,55.7,53.5,72,38,84.9,127.0,0.536,Fail,41.1,47.0,54.2,35.7,44.5,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0521,Communication,521.6,2256.0,28.5,1061.0,9.3,49.8,96.3,29.2,72,38,87.5,228.0,0.754,Pass,63.3,57.9,54.8,42.1,54.5,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0522,Communication,567.7,2579.0,36.2,1276.0,10.2,51.6,65.5,55.8,72,38,88.6,149.0,0.682,Partial Pass,55.9,52.0,71.0,52.7,57.9,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0523,Communication,516.8,1796.0,49.0,507.0,8.6,71.1,55.3,32.9,72,38,33.2,120.0,0.727,Pass,35.4,59.1,35.8,23.7,38.5,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0524,Multi-Purpose,440.4,1640.0,43.8,998.0,8.3,50.4,40.6,40.7,72,38,65.0,107.0,0.717,Pass,44.4,50.9,64.8,39.2,49.8,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline
SAT-0525,Scientific Research,521.0,2409.0,33.9,1157.0,9.8,46.0,58.4,40.2,72,38,68.6,140.0,0.721,Pass,53.7,61.6,64.8,45.2,56.3,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0526,Scientific Research,504.0,1247.0,36.5,578.0,10.4,58.6,59.2,86.1,71.6,38,32.5,119.0,0.153,Pass,73.0,55.0,32.8,27.4,47.1,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0527,Security/Defense,531.7,2884.0,50.0,1202.0,9.1,80.8,61.7,9.3,72,38,80.9,140.0,0.636,Fail,36.6,73.3,62.8,57.0,57.4,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0528,Communication,640.8,2723.0,73.4,1162.0,8.2,84.9,43.4,41.8,72,38,88.4,113.0,0.44,Fail,38.6,66.9,47.6,45.9,49.8,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0529,Scientific Research,555.8,2438.0,34.6,1108.0,8.8,40.1,74.4,46.6,72,38,88.1,182.0,0.778,Pass,51.3,55.3,59.6,52.5,54.7,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0530,GPS/Navigation,514.7,2512.0,46.2,1041.0,7.7,63.9,38.7,52.4,72,38,70.7,53.0,0.58,Pass,47.3,61.9,52.7,39.7,50.4,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0531,Communication,502.5,1262.0,56.4,576.0,8.5,65.0,62.6,56.7,69.5,38,46.7,182.0,0.613,Fail,49.2,68.3,26.7,43.6,46.9,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0532,Earth Observation,573.4,2255.0,37.7,1004.0,9.6,69.9,97.9,69.7,72,38,76.2,211.0,0.747,Pass,74.1,64.0,45.3,39.8,55.8,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0533,Communication,433.7,1339.0,42.6,814.0,5.6,60.8,14.9,37.4,61.5,38,67.8,28.0,0.759,Fail,34.9,69.4,61.6,49.3,53.8,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0534,GPS/Navigation,654.1,3056.0,39.6,1320.0,9.8,51.3,63.3,68.6,72,38,78.0,184.0,0.642,Fail,58.5,58.7,61.6,34.9,53.4,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0535,Security/Defense,564.9,3057.0,12.0,1550.0,9.4,31.6,79.1,54.8,72,38,106.1,198.0,0.532,Pass,55.6,39.8,67.1,45.3,52.0,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0536,Communication,493.4,1905.0,67.3,778.0,7.5,58.5,33.1,10.8,72,38,52.1,73.0,0.647,Fail,16.4,57.3,53.7,32.5,40.0,True,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal timeline
SAT-0537,GPS/Navigation,550.9,2467.0,67.1,1153.0,8.4,74.6,32.7,24.2,72,38,73.6,75.0,0.563,Fail,31.8,62.2,53.6,43.4,47.8,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0538,Earth Observation,612.3,2250.0,67.0,955.0,7.5,69.7,72.1,21.6,72,38,78.5,167.0,0.577,Partial Pass,39.3,52.9,59.9,36.4,47.1,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0539,Scientific Research,441.9,1844.0,15.5,1005.0,9.0,45.5,60.4,42.8,72,38,61.8,161.0,0.845,Partial Pass,41.9,63.8,44.2,34.4,46.1,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline
SAT-0540,GPS/Navigation,592.4,2021.0,45.8,1100.0,12.0,68.4,82.7,51.3,72,38,66.5,200.0,0.697,Pass,69.8,73.7,49.8,42.4,58.9,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0541,Communication,615.3,1639.0,79.5,469.0,9.7,75.8,56.6,62.7,72,38,29.6,166.0,0.217,Pass,49.3,54.3,24.1,28.2,39.0,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,High modularity reduces payload capacity; Exceeds nominal budget; Exceeds nominal timeline
SAT-0542,Scientific Research,426.6,1060.0,34.6,713.0,7.8,48.7,54.7,16.5,63.1,38,39.8,134.0,0.78,Partial Pass,33.9,55.8,47.6,39.3,44.1,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0543,Earth Observation,561.7,1799.0,35.7,464.0,10.2,57.8,92.4,45.1,72,38,55.9,205.0,0.735,Pass,55.0,62.4,39.4,32.6,47.4,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0544,Earth Observation,513.9,2057.0,53.8,908.0,5.9,65.5,47.4,57.4,72,38,75.4,115.0,0.725,Pass,48.0,67.0,45.5,40.1,50.1,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0545,Earth Observation,456.8,2430.0,27.9,1258.0,7.5,33.8,31.9,48.2,72,38,91.6,71.0,0.7,Pass,28.5,58.6,47.7,59.1,48.5,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline
SAT-0546,Scientific Research,705.8,2646.0,81.7,980.0,10.5,80.4,53.2,79.1,72,38,79.1,135.0,0.05,Fail,51.2,51.4,48.7,50.6,50.5,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0547,Scientific Research,321.6,1055.0,6.9,684.0,6.2,22.6,33.5,81.2,63.7,38,46.3,79.0,0.647,Pass,51.0,54.4,46.7,31.3,45.9,True,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal timeline
SAT-0548,Security/Defense,625.3,2248.0,38.2,1003.0,9.3,58.0,71.6,55.9,72,38,69.1,164.0,0.681,Pass,41.9,67.1,38.5,25.7,43.3,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0549,GPS/Navigation,719.8,3400,61.9,1541.0,8.4,75.3,60.4,65.7,72,38,107.9,120.0,0.553,Fail,45.7,57.2,74.3,71.9,62.3,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0550,Security/Defense,559.6,1812.0,46.6,640.0,7.2,40.1,71.5,20.2,72,38,54.2,131.0,0.538,Fail,45.3,46.9,37.2,40.3,42.4,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0551,Security/Defense,525.3,1433.0,58.3,534.0,9.3,77.2,77.5,57.0,72,38,49.8,184.0,0.808,Pass,69.7,69.7,27.1,34.6,50.3,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0552,Multi-Purpose,539.8,2107.0,37.0,977.0,10.0,42.2,80.3,23.3,72,38,70.3,199.0,0.824,Fail,55.8,57.3,47.5,51.0,52.9,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0553,GPS/Navigation,669.4,1664.0,95,715.0,10.1,100,58.6,39.9,72,38,64.6,148.0,0.05,Fail,52.9,70.5,52.5,33.3,52.3,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0554,Earth Observation,541.4,2189.0,46.9,855.0,8.7,39.2,58.4,33.9,72,38,57.4,150.0,0.67,Fail,43.7,46.8,54.9,24.0,42.4,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0555,Multi-Purpose,731.0,3073.0,86.2,931.0,12.4,83.4,82.7,34.4,72,38,69.3,191.0,0.05,Pass,44.8,51.6,46.0,38.7,45.3,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0556,Earth Observation,643.1,2656.0,49.1,1149.0,9.5,48.3,75.7,20.9,72,38,83.1,209.0,0.67,Pass,46.7,55.6,64.7,47.5,53.6,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0557,Scientific Research,537.7,2285.0,39.5,1053.0,7.2,74.4,39.5,85.2,72,38,90.6,106.0,0.417,Pass,61.3,39.2,56.8,57.3,53.7,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0558,Communication,411.5,2232.0,28.5,1143.0,7.4,18.1,58.2,44.2,72,38,72.9,135.0,0.721,Pass,51.4,47.9,53.3,30.8,45.9,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0559,Multi-Purpose,520.7,1805.0,55.1,931.0,8.4,68.4,52.5,47.1,72,38,56.6,142.0,0.75,Partial Pass,30.9,58.6,64.8,41.9,49.1,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0560,Scientific Research,537.5,2105.0,63.3,959.0,6.3,67.7,10,76.1,72,38,82.1,57.0,0.555,Fail,29.7,62.7,39.5,51.9,46.0,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0561,Multi-Purpose,564.9,2252.0,64.1,770.0,7.4,60.9,50.5,58.2,72,38,54.7,111.0,0.734,Fail,49.7,67.6,39.8,36.6,48.4,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0562,Earth Observation,667.3,3388.0,61.0,1434.0,7.7,69.1,69.9,18.3,72,38,95.5,155.0,0.444,Pass,39.8,51.2,66.7,41.0,49.7,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0563,Earth Observation,528.7,1576.0,53.9,761.0,7.3,88.9,41.8,51.5,72,38,46.7,130.0,0.813,Pass,45.3,67.0,60.0,33.1,51.4,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0564,GPS/Navigation,662.7,2283.0,89.7,828.0,11.3,84.6,51.3,33.3,72,38,48.1,143.0,0.05,Partial Pass,42.2,46.3,49.9,18.3,39.2,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0565,GPS/Navigation,689.7,3374.0,35.9,1494.0,9.3,69.7,43.8,59.5,72,38,97.9,89.0,0.575,Fail,43.6,58.9,65.8,53.4,55.4,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0566,Earth Observation,513.8,1963.0,50.4,927.0,7.2,44.3,77.2,57.0,72,38,61.7,189.0,0.676,Partial Pass,54.8,59.6,46.2,23.7,46.1,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0567,Scientific Research,507.9,1719.0,49.5,833.0,6.5,56.9,66.3,74.9,72,38,63.7,168.0,0.677,Partial Pass,58.2,64.9,39.0,39.6,50.4,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0568,Multi-Purpose,489.7,1502.0,56.0,588.0,7.1,53.0,62.1,50.7,72,38,37.5,137.0,0.787,Fail,44.1,68.7,27.5,23.2,40.9,True,False,True,Needs Tradeoff Review,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0569,Security/Defense,702.1,2089.0,91.2,725.0,9.3,100,91.9,47.1,72,38,64.8,217.0,0.05,Fail,45.6,62.3,36.4,45.9,47.6,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0570,Scientific Research,503.3,1361.0,73.6,621.0,10.6,69.8,86.4,26.1,72,38,55.6,207.0,0.628,Fail,54.1,67.5,51.1,33.1,51.4,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0571,Scientific Research,527.9,2045.0,42.8,1012.0,8.3,47.7,60.1,31.7,72,38,70.9,143.0,0.601,Partial Pass,49.4,56.0,48.0,46.0,49.9,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0572,Scientific Research,559.3,2187.0,29.9,1054.0,8.4,54.7,81.9,22.5,72,38,63.5,188.0,0.684,Pass,45.2,47.6,45.3,33.9,43.0,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0573,Multi-Purpose,604.7,2792.0,56.8,954.0,9.0,44.5,52.2,54.3,72,38,66.5,159.0,0.615,Fail,48.8,61.6,50.0,35.3,48.9,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0574,Security/Defense,548.9,2253.0,34.8,1069.0,8.3,56.5,58.9,32.7,72,38,63.8,120.0,0.549,Fail,42.9,45.8,66.9,37.6,48.3,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0575,GPS/Navigation,642.7,2961.0,18.0,1228.0,8.4,51.6,88.9,47.6,72,38,79.6,247.0,0.516,Fail,53.8,50.6,60.5,37.5,50.6,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0576,Scientific Research,448.4,1831.0,32.4,815.0,8.3,44.8,39.9,69.5,72,38,64.8,99.0,0.703,Pass,51.1,53.9,46.1,37.9,47.2,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0577,Multi-Purpose,584.6,1598.0,47.5,675.0,9.8,58.6,96.3,74.2,72,38,42.6,225.0,0.834,Pass,59.5,70.1,48.9,29.3,52.0,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0578,Security/Defense,676.1,2497.0,79.7,862.0,12.3,66.0,78.0,12.6,72,38,79.2,191.0,0.125,Pass,35.8,44.7,51.2,38.3,42.5,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0579,Scientific Research,490.9,2276.0,14.8,877.0,8.2,43.9,68.6,60.4,72,38,70.7,162.0,0.644,Pass,66.6,60.6,49.8,43.7,55.2,True,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal timeline
SAT-0580,Scientific Research,584.5,2282.0,47.2,1071.0,11.7,66.3,98,45.7,72,38,67.6,212.0,0.486,Pass,58.2,55.8,50.6,38.1,50.7,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0581,Scientific Research,531.5,2505.0,56.9,1037.0,9.0,46.2,25.0,43.1,72,38,78.7,88.0,0.583,Pass,30.1,58.1,57.5,38.9,46.1,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0582,Scientific Research,451.6,2002.0,36.2,929.0,7.8,42.8,40.9,38.5,72,38,56.2,115.0,0.826,Partial Pass,32.2,67.5,45.2,38.3,45.8,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0583,Earth Observation,371.8,1501.0,40.3,724.0,8.4,33.9,35.7,5,72,38,46.0,117.0,0.696,Pass,34.8,49.8,45.8,26.6,39.2,True,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal timeline
SAT-0584,Earth Observation,471.9,2238.0,50.0,919.0,7.5,54.0,61.6,11.2,72,38,62.5,130.0,0.768,Pass,42.2,64.1,49.8,46.5,50.6,True,False,True,Needs Tradeoff Review,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0585,Multi-Purpose,443.1,1949.0,11.8,1084.0,8.2,31.1,70.5,23.7,72,38,59.9,169.0,0.731,Pass,47.2,54.1,54.9,32.8,47.2,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0586,Multi-Purpose,688.7,2057.0,89.9,583.0,10.5,88.8,98,38.7,72,38,37.9,235.0,0.05,Partial Pass,49.7,63.5,26.5,28.9,42.1,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0587,Scientific Research,675.4,2986.0,78.3,1235.0,7.8,83.6,33.2,74.5,72,38,84.5,84.0,0.146,Fail,42.9,63.1,61.2,53.2,55.1,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
